"","Region","Treatment","Years_Since_Exclosure","Group","Month","Mean_Plot_Albedo","SE","Season"
"944","Hedmark","UB",8,"Spruce",4,0.16638765478942,0.00553561854074863,"Spring"
"945","Telemark","UB",8,"Spruce",4,0.26642281111424,0.0100144349926088,"Spring"
"946","Trøndelag","UB",8,"Spruce",4,0.236643684967877,0.0204089717876428,"Spring"
"947","Hedmark","B",9,"Spruce",4,0.173589075955276,0.0119409784487763,"Spring"
"948","Telemark","B",9,"Spruce",4,0.275736482674107,0.0118125934080787,"Spring"
"949","Trøndelag","B",9,"Spruce",4,0.233050816513773,0.02041829357529,"Spring"
"950","Hedmark","UB",9,"Spruce",4,0.175910202548708,0.00746111064884162,"Spring"
"951","Telemark","UB",9,"Spruce",4,0.26464687081443,0.00993266802429605,"Spring"
"952","Trøndelag","UB",9,"Spruce",4,0.235986759691851,0.0197571246942108,"Spring"
"953","Hedmark","B",10,"Spruce",4,0.170512561499847,0.0137276955780739,"Spring"
"954","Trøndelag","B",10,"Spruce",4,0.231419093806548,0.0203180926499224,"Spring"
"955","Hedmark","UB",10,"Spruce",4,0.17140721855811,0.00772458607246232,"Spring"
"956","Trøndelag","UB",10,"Spruce",4,0.234252799101562,0.0200112713795624,"Spring"
"957","Hedmark","B",11,"Spruce",4,0.166424169378392,0.0157563962663145,"Spring"
"958","Trøndelag","B",11,"Spruce",4,0.229232827406634,0.019994802874347,"Spring"
"959","Hedmark","UB",11,"Spruce",4,0.17040133093707,0.00900105206869644,"Spring"
"960","Trøndelag","UB",11,"Spruce",4,0.234677299052279,0.0192518792621766,"Spring"
"961","Telemark","B",1,"Composite",5,0.157933249162593,0.00390791723371366,"Spring"
"962","Trøndelag","B",1,"Composite",5,0.157652546662796,0.00192531467096723,"Spring"
"963","Telemark","UB",1,"Composite",5,0.157582814038124,0.00424361415275643,"Spring"
"964","Trøndelag","UB",1,"Composite",5,0.157847349209201,0.00205938433805869,"Spring"
"965","Hedmark","B",2,"Composite",5,0.146817694268991,0.00289822740625704,"Spring"
"966","Telemark","B",2,"Composite",5,0.15855678059014,0.00356402423623637,"Spring"
"967","Trøndelag","B",2,"Composite",5,0.157394460555094,0.00186560868176865,"Spring"
"968","Hedmark","UB",2,"Composite",5,0.14337008878894,0.0057260324545446,"Spring"
"969","Telemark","UB",2,"Composite",5,0.158129590320988,0.00409420094175066,"Spring"
"970","Trøndelag","UB",2,"Composite",5,0.157769208672153,0.00192276224769646,"Spring"
"971","Hedmark","B",3,"Composite",5,0.148147439993915,0.00209189887969637,"Spring"
"972","Telemark","B",3,"Composite",5,0.158269185078813,0.00359157315932742,"Spring"
"973","Trøndelag","B",3,"Composite",5,0.156799516595105,0.00211082315870217,"Spring"
"974","Hedmark","UB",3,"Composite",5,0.146793987881805,0.00352364568304682,"Spring"
"975","Telemark","UB",3,"Composite",5,0.156647287963289,0.00398459104747984,"Spring"
"976","Trøndelag","UB",3,"Composite",5,0.156289470840277,0.00210352328306073,"Spring"
"977","Hedmark","B",4,"Composite",5,0.146507578671395,0.00249021192538349,"Spring"
"978","Telemark","B",4,"Composite",5,0.157203759011843,0.00355995529836971,"Spring"
"979","Trøndelag","B",4,"Composite",5,0.155702748851498,0.00236684100742023,"Spring"
"980","Hedmark","UB",4,"Composite",5,0.144940366193018,0.00354326159351228,"Spring"
"981","Telemark","UB",4,"Composite",5,0.15516720349985,0.00391796768222376,"Spring"
"982","Trøndelag","UB",4,"Composite",5,0.154892793290815,0.0022102563660965,"Spring"
"983","Hedmark","B",5,"Composite",5,0.143678383330965,0.00343393053035311,"Spring"
"984","Telemark","B",5,"Composite",5,0.156341581446955,0.00363231338276531,"Spring"
"985","Trøndelag","B",5,"Composite",5,0.155173179252519,0.00233936749722132,"Spring"
"986","Hedmark","UB",5,"Composite",5,0.140808417943238,0.00443715939572759,"Spring"
"987","Telemark","UB",5,"Composite",5,0.153885243028488,0.00398554752404363,"Spring"
"988","Trøndelag","UB",5,"Composite",5,0.153661348162906,0.00239837243893467,"Spring"
"989","Hedmark","B",6,"Composite",5,0.142589266900191,0.00340476625084507,"Spring"
"990","Telemark","B",6,"Composite",5,0.154494145696212,0.00370072773952063,"Spring"
"991","Trøndelag","B",6,"Composite",5,0.154296889960158,0.00233623598908416,"Spring"
"992","Hedmark","UB",6,"Composite",5,0.138364115033058,0.00427501783848105,"Spring"
"993","Telemark","UB",6,"Composite",5,0.151958022184664,0.00415148353782842,"Spring"
"994","Trøndelag","UB",6,"Composite",5,0.152048510469152,0.00224573327716865,"Spring"
"995","Hedmark","B",7,"Composite",5,0.139518163278334,0.00406677763264611,"Spring"
"996","Telemark","B",7,"Composite",5,0.153550481117662,0.00379823461527253,"Spring"
"997","Trøndelag","B",7,"Composite",5,0.154414897756339,0.00228179162393402,"Spring"
"998","Hedmark","UB",7,"Composite",5,0.135523607553077,0.00471871480213113,"Spring"
"999","Telemark","UB",7,"Composite",5,0.151271486861142,0.00410519758809718,"Spring"
"1000","Trøndelag","UB",7,"Composite",5,0.150078576647127,0.00239133596199086,"Spring"
"1001","Hedmark","B",8,"Composite",5,0.145291690605546,0.00181668216842395,"Spring"
"1002","Telemark","B",8,"Composite",5,0.152096278366142,0.00379849548690632,"Spring"
"1003","Trøndelag","B",8,"Composite",5,0.153617573610917,0.00243844403185464,"Spring"
"1004","Hedmark","UB",8,"Composite",5,0.139074852769169,0.00451163432777278,"Spring"
"1005","Telemark","UB",8,"Composite",5,0.149589475186035,0.00405047519340596,"Spring"
"1006","Trøndelag","UB",8,"Composite",5,0.147702122036536,0.00252652513796901,"Spring"
"1007","Hedmark","B",9,"Composite",5,0.143880751147516,0.00445189431016555,"Spring"
"1008","Telemark","B",9,"Composite",5,0.151135442607421,0.00382614696417111,"Spring"
"1009","Trøndelag","B",9,"Composite",5,0.152680042664026,0.00234597602482833,"Spring"
"1010","Hedmark","UB",9,"Composite",5,0.137505375326292,0.00743461389312145,"Spring"
"1011","Telemark","UB",9,"Composite",5,0.148663616053852,0.00405671207406889,"Spring"
"1012","Trøndelag","UB",9,"Composite",5,0.14689995115324,0.0025495668716058,"Spring"
"1013","Hedmark","B",10,"Composite",5,0.140431881721466,0.0038550733677157,"Spring"
"1014","Trøndelag","B",10,"Composite",5,0.152794161343985,0.00227238548967754,"Spring"
"1015","Hedmark","UB",10,"Composite",5,0.13439013777759,0.00740885519634946,"Spring"
"1016","Trøndelag","UB",10,"Composite",5,0.146614933545214,0.00238009323947307,"Spring"
"1017","Hedmark","B",11,"Composite",5,0.138359042865217,0.00485271580067245,"Spring"
"1018","Trøndelag","B",11,"Composite",5,0.151835229822563,0.00211394827760156,"Spring"
"1019","Hedmark","UB",11,"Composite",5,0.134045466577946,0.00787834722177276,"Spring"
"1020","Trøndelag","UB",11,"Composite",5,0.146729951769463,0.00232733304930963,"Spring"
"1021","Telemark","B",1,"Deciduous",5,0.164760184977934,0.00320863185269712,"Spring"
"1022","Trøndelag","B",1,"Deciduous",5,0.16108361157252,0.00147990412717926,"Spring"
"1023","Telemark","UB",1,"Deciduous",5,0.165282886442532,0.00311541789483989,"Spring"
"1024","Trøndelag","UB",1,"Deciduous",5,0.162217060937776,0.00120014544538822,"Spring"
"1025","Hedmark","B",2,"Deciduous",5,0.16015996825503,0.000282014273285624,"Spring"
"1026","Telemark","B",2,"Deciduous",5,0.163953815322492,0.00297809259624837,"Spring"
"1027","Trøndelag","B",2,"Deciduous",5,0.160430825922415,0.00161910599360061,"Spring"
"1028","Hedmark","UB",2,"Deciduous",5,0.160201084914951,0.000336205522469627,"Spring"
"1029","Telemark","UB",2,"Deciduous",5,0.164473159998331,0.00314449789794314,"Spring"
"1030","Trøndelag","UB",2,"Deciduous",5,0.161590529895674,0.00116614053585347,"Spring"
"1031","Hedmark","B",3,"Deciduous",5,0.159553353050416,0.00036288428413235,"Spring"
"1032","Telemark","B",3,"Deciduous",5,0.16402992491815,0.00302273900757145,"Spring"
"1033","Trøndelag","B",3,"Deciduous",5,0.160558493398712,0.00167907012834083,"Spring"
"1034","Hedmark","UB",3,"Deciduous",5,0.157541965046511,0.00152604949654699,"Spring"
"1035","Telemark","UB",3,"Deciduous",5,0.163615762495254,0.0032279797666123,"Spring"
"1036","Trøndelag","UB",3,"Deciduous",5,0.160574865144862,0.00112172520901607,"Spring"
"1037","Hedmark","B",4,"Deciduous",5,0.159166183704671,0.000373582811480667,"Spring"
"1038","Telemark","B",4,"Deciduous",5,0.163704115172102,0.00294859598774095,"Spring"
"1039","Trøndelag","B",4,"Deciduous",5,0.159838831898823,0.00176262351043936,"Spring"
"1040","Hedmark","UB",4,"Deciduous",5,0.156041766705932,0.00186612069757619,"Spring"
"1041","Telemark","UB",4,"Deciduous",5,0.1626040240119,0.00325935719479232,"Spring"
"1042","Trøndelag","UB",4,"Deciduous",5,0.159444822707415,0.00132549809286755,"Spring"
"1043","Hedmark","B",5,"Deciduous",5,0.158244251250163,0.00063181486788981,"Spring"
"1044","Telemark","B",5,"Deciduous",5,0.163392452366388,0.0029762151196232,"Spring"
"1045","Trøndelag","B",5,"Deciduous",5,0.159801438232346,0.00178646735627378,"Spring"
"1046","Hedmark","UB",5,"Deciduous",5,0.153639808919959,0.00284753190155913,"Spring"
"1047","Telemark","UB",5,"Deciduous",5,0.161562970793842,0.00336095671527801,"Spring"
"1048","Trøndelag","UB",5,"Deciduous",5,0.158621520500206,0.0016024767781744,"Spring"
"1049","Hedmark","B",6,"Deciduous",5,0.157007958138562,0.00106491923749571,"Spring"
"1050","Telemark","B",6,"Deciduous",5,0.163013348185363,0.00298697038568332,"Spring"
"1051","Trøndelag","B",6,"Deciduous",5,0.159400676719521,0.00170117339644084,"Spring"
"1052","Hedmark","UB",6,"Deciduous",5,0.150728546853996,0.00330933380362056,"Spring"
"1053","Telemark","UB",6,"Deciduous",5,0.160256621815741,0.00341064031399373,"Spring"
"1054","Trøndelag","UB",6,"Deciduous",5,0.156747425609732,0.00179293438947929,"Spring"
"1055","Hedmark","B",7,"Deciduous",5,0.156089439966571,0.00123581421740538,"Spring"
"1056","Telemark","B",7,"Deciduous",5,0.162661046966837,0.00302170940477655,"Spring"
"1057","Trøndelag","B",7,"Deciduous",5,0.159089573659558,0.00177564047499191,"Spring"
"1058","Hedmark","UB",7,"Deciduous",5,0.149375927657407,0.00356795004222897,"Spring"
"1059","Telemark","UB",7,"Deciduous",5,0.159501647196569,0.00345137258691594,"Spring"
"1060","Trøndelag","UB",7,"Deciduous",5,0.154658566244307,0.00212680136937052,"Spring"
"1061","Hedmark","B",8,"Deciduous",5,0.155134046407108,0.00202713412324293,"Spring"
"1062","Telemark","B",8,"Deciduous",5,0.162128002891829,0.00291509090455958,"Spring"
"1063","Trøndelag","B",8,"Deciduous",5,0.157963369835452,0.00179385475456538,"Spring"
"1064","Hedmark","UB",8,"Deciduous",5,0.143658461744022,0.0060627003004109,"Spring"
"1065","Telemark","UB",8,"Deciduous",5,0.15841459244172,0.0035160456364367,"Spring"
"1066","Trøndelag","UB",8,"Deciduous",5,0.151669986184392,0.00263006568756053,"Spring"
"1067","Hedmark","B",9,"Deciduous",5,0.148118342276391,0.00741608201976273,"Spring"
"1068","Telemark","B",9,"Deciduous",5,0.16202772582426,0.00288152637547933,"Spring"
"1069","Trøndelag","B",9,"Deciduous",5,0.156886749363195,0.00193628525833843,"Spring"
"1070","Hedmark","UB",9,"Deciduous",5,0.139607083746104,0.00860799092635104,"Spring"
"1071","Telemark","UB",9,"Deciduous",5,0.157905008833001,0.00353411892997789,"Spring"
"1072","Trøndelag","UB",9,"Deciduous",5,0.151619855911632,0.00269409250361549,"Spring"
"1073","Hedmark","B",10,"Deciduous",5,0.146455336165501,0.00774773599879622,"Spring"
"1074","Trøndelag","B",10,"Deciduous",5,0.157261249547051,0.00183586371964419,"Spring"
"1075","Hedmark","UB",10,"Deciduous",5,0.138002883996897,0.00769843596464553,"Spring"
"1076","Trøndelag","UB",10,"Deciduous",5,0.151342162765785,0.00263415063665368,"Spring"
"1077","Hedmark","B",11,"Deciduous",5,0.1450133923306,0.00836755309178611,"Spring"
"1078","Trøndelag","B",11,"Deciduous",5,0.156880179600401,0.00174761014736315,"Spring"
"1079","Hedmark","UB",11,"Deciduous",5,0.138421731211043,0.00809050435692065,"Spring"
"1080","Trøndelag","UB",11,"Deciduous",5,0.151685027754527,0.00252458228418896,"Spring"
"1081","Telemark","B",1,"Pine",5,0.150821484509109,0.00523936457044644,"Spring"
"1082","Trøndelag","B",1,"Pine",5,0.14922755114865,0.00231953497434683,"Spring"
"1083","Telemark","UB",1,"Pine",5,0.150731855930937,0.00443202542007554,"Spring"
"1084","Trøndelag","UB",1,"Pine",5,0.145899278104606,0.000388606265710395,"Spring"
"1085","Hedmark","B",2,"Pine",5,0.142068910643836,0.00265865360234808,"Spring"
"1086","Telemark","B",2,"Pine",5,0.150141555734821,0.00440999943017817,"Spring"
"1087","Trøndelag","B",2,"Pine",5,0.149463499522165,0.00224011537180405,"Spring"
"1088","Hedmark","UB",2,"Pine",5,0.144043359243391,0.000900728417375271,"Spring"
"1089","Telemark","UB",2,"Pine",5,0.153318357799718,0.00497374027298939,"Spring"
"1090","Trøndelag","UB",2,"Pine",5,0.14808931329871,0.00240042290575885,"Spring"
"1091","Hedmark","B",3,"Pine",5,0.142641030459541,0.00148667345676885,"Spring"
"1092","Telemark","B",3,"Pine",5,0.149846484613431,0.00482315075192329,"Spring"
"1093","Trøndelag","B",3,"Pine",5,0.149241605718396,0.002284905343336,"Spring"
"1094","Hedmark","UB",3,"Pine",5,0.144094828523238,0.000699636361762565,"Spring"
"1095","Telemark","UB",3,"Pine",5,0.153085966300118,0.00500248990032778,"Spring"
"1096","Trøndelag","UB",3,"Pine",5,0.147895729806804,0.00251299894979408,"Spring"
"1097","Hedmark","B",4,"Pine",5,0.141443680397669,0.00189505472016514,"Spring"
"1098","Telemark","B",4,"Pine",5,0.148845646885069,0.00412206095896015,"Spring"
"1099","Trøndelag","B",4,"Pine",5,0.148697676935532,0.00235127410696571,"Spring"
"1100","Hedmark","UB",4,"Pine",5,0.143335844977652,0.00114671727462005,"Spring"
"1101","Telemark","UB",4,"Pine",5,0.152673049592383,0.00505255373386222,"Spring"
"1102","Trøndelag","UB",4,"Pine",5,0.14728107182622,0.00275478623286541,"Spring"
"1103","Hedmark","B",5,"Pine",5,0.139134319748458,0.00308435083065568,"Spring"
"1104","Telemark","B",5,"Pine",5,0.148026865282702,0.00409778337164988,"Spring"
"1105","Trøndelag","B",5,"Pine",5,0.148385811678655,0.0025807806121878,"Spring"
"1106","Hedmark","UB",5,"Pine",5,0.142251778871059,0.00137725645728672,"Spring"
"1107","Telemark","UB",5,"Pine",5,0.152057115099827,0.00512897353993576,"Spring"
"1108","Trøndelag","UB",5,"Pine",5,0.146854396300906,0.00281947417109529,"Spring"
"1109","Hedmark","B",6,"Pine",5,0.138287088031624,0.00309170925100443,"Spring"
"1110","Telemark","B",6,"Pine",5,0.146920476708691,0.00406788710653366,"Spring"
"1111","Trøndelag","B",6,"Pine",5,0.148113740700361,0.00260738113799878,"Spring"
"1112","Hedmark","UB",6,"Pine",5,0.140913622680663,0.00158550848169144,"Spring"
"1113","Telemark","UB",6,"Pine",5,0.148589467118801,0.00462675671730301,"Spring"
"1114","Trøndelag","UB",6,"Pine",5,0.146865310401337,0.00274935140619738,"Spring"
"1115","Hedmark","B",7,"Pine",5,0.136140538655805,0.00382286115798756,"Spring"
"1116","Telemark","B",7,"Pine",5,0.145689263290461,0.00415733925870886,"Spring"
"1117","Trøndelag","B",7,"Pine",5,0.148222689899685,0.00235871834460875,"Spring"
"1118","Hedmark","UB",7,"Pine",5,0.138718314595349,0.00225368599193652,"Spring"
"1119","Telemark","UB",7,"Pine",5,0.147546907376981,0.0047289796594521,"Spring"
"1120","Trøndelag","UB",7,"Pine",5,0.146331566145847,0.00280513257427641,"Spring"
"1121","Hedmark","B",8,"Pine",5,0.138790448277505,0.00248219283618503,"Spring"
"1122","Telemark","B",8,"Pine",5,0.144192864380545,0.00411811500520688,"Spring"
"1123","Trøndelag","B",8,"Pine",5,0.147409698092858,0.00254583048062782,"Spring"
"1124","Hedmark","UB",8,"Pine",5,0.140133994909791,0.00178200404897089,"Spring"
"1125","Telemark","UB",8,"Pine",5,0.14669078358095,0.00479813509996689,"Spring"
"1126","Trøndelag","UB",8,"Pine",5,0.145988472147891,0.00292641132753274,"Spring"
"1127","Hedmark","B",9,"Pine",5,0.140423644750433,0.00253978924698787,"Spring"
"1128","Telemark","B",9,"Pine",5,0.142916085422123,0.00393301143112775,"Spring"
"1129","Trøndelag","B",9,"Pine",5,0.14767781828545,0.00237482775221873,"Spring"
"1130","Hedmark","UB",9,"Pine",5,0.136261007442362,0.0065662395795895,"Spring"
"1131","Telemark","UB",9,"Pine",5,0.14554490625006,0.00488056422687921,"Spring"
"1132","Trøndelag","UB",9,"Pine",5,0.145190453604956,0.00265211628241765,"Spring"
"1133","Hedmark","B",10,"Pine",5,0.139009349790431,0.00306094037484127,"Spring"
"1134","Trøndelag","B",10,"Pine",5,0.147812270902449,0.00231205496083369,"Spring"
"1135","Hedmark","UB",10,"Pine",5,0.132463503844166,0.00834296846368298,"Spring"
"1136","Trøndelag","UB",10,"Pine",5,0.144856812926049,0.00236687589471642,"Spring"
"1137","Hedmark","B",11,"Pine",5,0.135653615390804,0.00458626529244303,"Spring"
"1138","Trøndelag","B",11,"Pine",5,0.147722166499711,0.00228321734297152,"Spring"
"1139","Hedmark","UB",11,"Pine",5,0.130390556305247,0.00891095656466845,"Spring"
"1140","Trøndelag","UB",11,"Pine",5,0.143948031801613,0.00248677939483596,"Spring"
"1141","Telemark","B",1,"Spruce",5,0.156684122499261,0.00385648227143679,"Spring"
"1142","Trøndelag","B",1,"Spruce",5,0.153328143848462,0.00222464734739679,"Spring"
"1143","Telemark","UB",1,"Spruce",5,0.153295502639858,0.00413296287475207,"Spring"
"1144","Trøndelag","UB",1,"Spruce",5,0.153378748234858,0.00216810097189916,"Spring"
"1145","Hedmark","B",2,"Spruce",5,0.147162190734182,0.00209998335653941,"Spring"
"1146","Telemark","B",2,"Spruce",5,0.157089200099094,0.00394954692529103,"Spring"
"1147","Trøndelag","B",2,"Spruce",5,0.152605435744626,0.00246853579477991,"Spring"
"1148","Hedmark","UB",2,"Spruce",5,0.14130668628244,0.00560288967010047,"Spring"
"1149","Telemark","UB",2,"Spruce",5,0.1538054132126,0.0039995192666966,"Spring"
"1150","Trøndelag","UB",2,"Spruce",5,0.152815005809629,0.00214992121736645,"Spring"
"1151","Hedmark","B",3,"Spruce",5,0.146898880092553,0.00152618649913306,"Spring"
"1152","Telemark","B",3,"Spruce",5,0.156827540136062,0.00375012801206245,"Spring"
"1153","Trøndelag","B",3,"Spruce",5,0.152285411052767,0.00229058789693934,"Spring"
"1154","Hedmark","UB",3,"Spruce",5,0.143902136991263,0.0035879540582239,"Spring"
"1155","Telemark","UB",3,"Spruce",5,0.153132963474533,0.00377801979245567,"Spring"
"1156","Trøndelag","UB",3,"Spruce",5,0.152464465460616,0.00213913775086494,"Spring"
"1157","Hedmark","B",4,"Spruce",5,0.145441151125415,0.0020616682071939,"Spring"
"1158","Telemark","B",4,"Spruce",5,0.156373083811448,0.00373927259839625,"Spring"
"1159","Trøndelag","B",4,"Spruce",5,0.151452301496433,0.00228554458362937,"Spring"
"1160","Hedmark","UB",4,"Spruce",5,0.142062416931503,0.00356949794412892,"Spring"
"1161","Telemark","UB",4,"Spruce",5,0.151411371068965,0.00361887693360686,"Spring"
"1162","Trøndelag","UB",4,"Spruce",5,0.150721885264049,0.00210393822323252,"Spring"
"1163","Hedmark","B",5,"Spruce",5,0.143117373072253,0.00273028803815074,"Spring"
"1164","Telemark","B",5,"Spruce",5,0.155715369332487,0.00367636984959455,"Spring"
"1165","Trøndelag","B",5,"Spruce",5,0.149733519823189,0.00241853689733864,"Spring"
"1166","Hedmark","UB",5,"Spruce",5,0.140361562005024,0.00440833761010349,"Spring"
"1167","Telemark","UB",5,"Spruce",5,0.149927099818757,0.00368808872381117,"Spring"
"1168","Trøndelag","UB",5,"Spruce",5,0.148915991915777,0.00244205461235373,"Spring"
"1169","Hedmark","B",6,"Spruce",5,0.141979289774548,0.00291776830007737,"Spring"
"1170","Telemark","B",6,"Spruce",5,0.154582672887656,0.00359949245214051,"Spring"
"1171","Trøndelag","B",6,"Spruce",5,0.14669159184898,0.00301698243695586,"Spring"
"1172","Hedmark","UB",6,"Spruce",5,0.138915093780124,0.00414055520782224,"Spring"
"1173","Telemark","UB",6,"Spruce",5,0.148900547562067,0.00378802380752341,"Spring"
"1174","Trøndelag","UB",6,"Spruce",5,0.1473303941246,0.00256768082546621,"Spring"
